0_coordinate1	1_coordinate1
203_coordinate12679	198_coordinate12679
203_coordinate12680	203_coordinate12680
203_coordinate12681	214_coordinate12681
203_coordinate12682	225_coordinate12682
203_coordinate12683	227_coordinate12683
203_coordinate12684	241_coordinate12684
203_coordinate12685	243_coordinate12685
203_coordinate12686	256_coordinate12686
203_coordinate12687	272_coordinate12687
203_coordinate12688	274_coordinate12688
203_coordinate12689	281_coordinate12689
203_coordinate12690	294_coordinate12690
203_coordinate12691	298_coordinate12691
203_coordinate12692	303_coordinate12692
203_coordinate12693	308_coordinate12693
203_coordinate12694	314_coordinate12694
203_coordinate12695	327_coordinate12695
203_coordinate12696	333_coordinate12696
203_coordinate12697	340_coordinate12697
203_coordinate12698	342_coordinate12698
203_coordinate12699	347_coordinate12699
203_coordinate12700	351_coordinate12700
203_coordinate12701	354_coordinate12701
203_coordinate12702	357_coordinate12702
203_coordinate12703	361_coordinate12703
203_coordinate12704	384_coordinate12704
203_coordinate12705	392_coordinate12705
203_coordinate12706	406_coordinate12706
203_coordinate12707	416_coordinate12707
203_coordinate12708	441_coordinate12708
203_coordinate12709	449_coordinate12709
203_coordinate12710	464_coordinate12710
203_coordinate12711	467_coordinate12711
203_coordinate12712	484_coordinate12712
203_coordinate12713	486_coordinate12713
203_coordinate12714	492_coordinate12714
203_coordinate12715	496_coordinate12715
203_coordinate12716	503_coordinate12716
203_coordinate12717	505_coordinate12717
204_coordinate12718	0_coordinate12718
204_coordinate12719	9_coordinate12719
204_coordinate12720	12_coordinate12720
204_coordinate12721	20_coordinate12721
204_coordinate12722	26_coordinate12722
204_coordinate12723	33_coordinate12723
204_coordinate12724	35_coordinate12724
204_coordinate12725	38_coordinate12725
204_coordinate12726	45_coordinate12726
204_coordinate12727	60_coordinate12727
204_coordinate12728	63_coordinate12728
204_coordinate12729	66_coordinate12729
204_coordinate12730	77_coordinate12730
204_coordinate12731	80_coordinate12731
204_coordinate12732	85_coordinate12732
204_coordinate12733	91_coordinate12733
204_coordinate12734	119_coordinate12734
204_coordinate12735	123_coordinate12735
204_coordinate12736	131_coordinate12736
204_coordinate12737	141_coordinate12737
204_coordinate12738	154_coordinate12738
204_coordinate12739	158_coordinate12739
204_coordinate12740	161_coordinate12740
204_coordinate12741	188_coordinate12741
204_coordinate12742	195_coordinate12742
204_coordinate12743	212_coordinate12743
204_coordinate12744	220_coordinate12744
204_coordinate12745	222_coordinate12745
204_coordinate12746	224_coordinate12746
204_coordinate12747	226_coordinate12747
204_coordinate12748	229_coordinate12748
204_coordinate12749	237_coordinate12749
204_coordinate12750	250_coordinate12750
204_coordinate12751	252_coordinate12751
204_coordinate12752	259_coordinate12752
204_coordinate12753	264_coordinate12753
204_coordinate12754	283_coordinate12754
204_coordinate12755	295_coordinate12755
204_coordinate12756	315_coordinate12756
204_coordinate12757	317_coordinate12757
204_coordinate12758	320_coordinate12758
204_coordinate12759	325_coordinate12759
204_coordinate12760	335_coordinate12760
204_coordinate12761	344_coordinate12761
204_coordinate12762	349_coordinate12762
204_coordinate12763	365_coordinate12763
204_coordinate12764	369_coordinate12764
204_coordinate12765	373_coordinate12765
204_coordinate12766	379_coordinate12766
204_coordinate12767	386_coordinate12767
204_coordinate12768	397_coordinate12768
204_coordinate12769	414_coordinate12769
204_coordinate12770	425_coordinate12770
204_coordinate12771	428_coordinate12771
204_coordinate12772	430_coordinate12772
204_coordinate12773	450_coordinate12773
204_coordinate12774	458_coordinate12774
204_coordinate12775	481_coordinate12775
204_coordinate12776	483_coordinate12776
205_coordinate12777	23_coordinate12777
205_coordinate12778	36_coordinate12778
205_coordinate12779	47_coordinate12779
205_coordinate12780	55_coordinate12780
205_coordinate12781	61_coordinate12781
205_coordinate12782	72_coordinate12782
205_coordinate12783	82_coordinate12783
205_coordinate12784	86_coordinate12784
205_coordinate12785	118_coordinate12785
205_coordinate12786	120_coordinate12786
205_coordinate12787	122_coordinate12787
205_coordinate12788	136_coordinate12788
205_coordinate12789	157_coordinate12789
205_coordinate12790	176_coordinate12790
205_coordinate12791	183_coordinate12791
205_coordinate12792	190_coordinate12792
205_coordinate12793	204_coordinate12793
205_coordinate12794	206_coordinate12794
205_coordinate12795	214_coordinate12795
205_coordinate12796	232_coordinate12796
205_coordinate12797	238_coordinate12797
205_coordinate12798	249_coordinate12798
205_coordinate12799	271_coordinate12799
205_coordinate12800	299_coordinate12800
205_coordinate12801	304_coordinate12801
205_coordinate12802	306_coordinate12802
205_coordinate12803	314_coordinate12803
205_coordinate12804	319_coordinate12804
205_coordinate12805	330_coordinate12805
205_coordinate12806	341_coordinate12806
205_coordinate12807	352_coordinate12807
205_coordinate12808	360_coordinate12808
205_coordinate12809	364_coordinate12809
205_coordinate12810	366_coordinate12810
205_coordinate12811	377_coordinate12811
205_coordinate12812	382_coordinate12812
205_coordinate12813	393_coordinate12813
205_coordinate12814	399_coordinate12814
205_coordinate12815	413_coordinate12815
205_coordinate12816	418_coordinate12816
205_coordinate12817	421_coordinate12817
205_coordinate12818	431_coordinate12818
205_coordinate12819	434_coordinate12819
205_coordinate12820	440_coordinate12820
205_coordinate12821	452_coordinate12821
205_coordinate12822	472_coordinate12822
205_coordinate12823	482_coordinate12823
205_coordinate12824	485_coordinate12824
205_coordinate12825	493_coordinate12825
205_coordinate12826	509_coordinate12826
206_coordinate12827	3_coordinate12827
206_coordinate12828	6_coordinate12828
206_coordinate12829	13_coordinate12829
206_coordinate12830	33_coordinate12830
206_coordinate12831	42_coordinate12831
206_coordinate12832	49_coordinate12832
206_coordinate12833	51_coordinate12833
206_coordinate12834	65_coordinate12834
206_coordinate12835	78_coordinate12835
206_coordinate12836	85_coordinate12836
206_coordinate12837	89_coordinate12837
206_coordinate12838	105_coordinate12838
206_coordinate12839	123_coordinate12839
206_coordinate12840	128_coordinate12840
206_coordinate12841	134_coordinate12841
206_coordinate12842	143_coordinate12842
206_coordinate12843	150_coordinate12843
206_coordinate12844	158_coordinate12844
206_coordinate12845	161_coordinate12845
206_coordinate12846	170_coordinate12846
206_coordinate12847	172_coordinate12847
206_coordinate12848	179_coordinate12848
206_coordinate12849	188_coordinate12849
206_coordinate12850	191_coordinate12850
206_coordinate12851	193_coordinate12851
206_coordinate12852	195_coordinate12852
206_coordinate12853	205_coordinate12853
206_coordinate12854	208_coordinate12854
206_coordinate12855	210_coordinate12855
206_coordinate12856	216_coordinate12856
206_coordinate12857	221_coordinate12857
206_coordinate12858	231_coordinate12858
206_coordinate12859	233_coordinate12859
206_coordinate12860	243_coordinate12860
206_coordinate12861	248_coordinate12861
206_coordinate12862	267_coordinate12862
206_coordinate12863	280_coordinate12863
206_coordinate12864	324_coordinate12864
206_coordinate12865	334_coordinate12865
206_coordinate12866	339_coordinate12866
206_coordinate12867	344_coordinate12867
206_coordinate12868	348_coordinate12868
206_coordinate12869	368_coordinate12869
206_coordinate12870	385_coordinate12870
206_coordinate12871	387_coordinate12871
206_coordinate12872	402_coordinate12872
206_coordinate12873	412_coordinate12873
206_coordinate12874	414_coordinate12874
206_coordinate12875	417_coordinate12875
206_coordinate12876	424_coordinate12876
206_coordinate12877	435_coordinate12877
206_coordinate12878	437_coordinate12878
206_coordinate12879	442_coordinate12879
206_coordinate12880	450_coordinate12880
206_coordinate12881	455_coordinate12881
206_coordinate12882	458_coordinate12882
206_coordinate12883	460_coordinate12883
206_coordinate12884	477_coordinate12884
206_coordinate12885	492_coordinate12885
206_coordinate12886	496_coordinate12886
206_coordinate12887	499_coordinate12887
206_coordinate12888	504_coordinate12888
207_coordinate12889	1_coordinate12889
207_coordinate12890	4_coordinate12890
207_coordinate12891	8_coordinate12891
207_coordinate12892	10_coordinate12892
207_coordinate12893	22_coordinate12893
207_coordinate12894	25_coordinate12894
207_coordinate12895	39_coordinate12895
207_coordinate12896	41_coordinate12896
207_coordinate12897	53_coordinate12897
207_coordinate12898	56_coordinate12898
207_coordinate12899	66_coordinate12899
207_coordinate12900	72_coordinate12900
207_coordinate12901	76_coordinate12901
207_coordinate12902	80_coordinate12902
207_coordinate12903	88_coordinate12903
207_coordinate12904	94_coordinate12904
207_coordinate12905	109_coordinate12905
207_coordinate12906	117_coordinate12906
207_coordinate12907	121_coordinate12907
207_coordinate12908	126_coordinate12908
207_coordinate12909	136_coordinate12909
207_coordinate12910	140_coordinate12910
207_coordinate12911	149_coordinate12911
207_coordinate12912	156_coordinate12912
207_coordinate12913	160_coordinate12913
207_coordinate12914	167_coordinate12914
207_coordinate12915	185_coordinate12915
207_coordinate12916	190_coordinate12916
207_coordinate12917	204_coordinate12917
207_coordinate12918	206_coordinate12918
207_coordinate12919	213_coordinate12919
207_coordinate12920	220_coordinate12920
207_coordinate12921	222_coordinate12921
207_coordinate12922	239_coordinate12922
207_coordinate12923	245_coordinate12923
207_coordinate12924	251_coordinate12924
207_coordinate12925	254_coordinate12925
207_coordinate12926	257_coordinate12926
207_coordinate12927	260_coordinate12927
207_coordinate12928	264_coordinate12928
207_coordinate12929	277_coordinate12929
207_coordinate12930	279_coordinate12930
207_coordinate12931	281_coordinate12931
207_coordinate12932	298_coordinate12932
207_coordinate12933	302_coordinate12933
207_coordinate12934	304_coordinate12934
207_coordinate12935	307_coordinate12935
207_coordinate12936	309_coordinate12936
207_coordinate12937	328_coordinate12937
207_coordinate12938	330_coordinate12938
207_coordinate12939	338_coordinate12939
207_coordinate12940	346_coordinate12940
207_coordinate12941	355_coordinate12941
207_coordinate12942	376_coordinate12942
207_coordinate12943	395_coordinate12943
207_coordinate12944	407_coordinate12944
207_coordinate12945	410_coordinate12945
207_coordinate12946	415_coordinate12946
207_coordinate12947	439_coordinate12947
207_coordinate12948	448_coordinate12948
207_coordinate12949	467_coordinate12949
207_coordinate12950	475_coordinate12950
207_coordinate12951	479_coordinate12951
207_coordinate12952	485_coordinate12952
207_coordinate12953	489_coordinate12953
207_coordinate12954	501_coordinate12954
207_coordinate12955	509_coordinate12955
207_coordinate12956	511_coordinate12956
208_coordinate12957	7_coordinate12957
208_coordinate12958	14_coordinate12958
208_coordinate12959	16_coordinate12959
208_coordinate12960	18_coordinate12960
208_coordinate12961	24_coordinate12961
208_coordinate12962	40_coordinate12962
208_coordinate12963	47_coordinate12963
208_coordinate12964	54_coordinate12964
208_coordinate12965	57_coordinate12965
208_coordinate12966	59_coordinate12966
208_coordinate12967	62_coordinate12967
208_coordinate12968	69_coordinate12968
208_coordinate12969	75_coordinate12969
208_coordinate12970	83_coordinate12970
208_coordinate12971	95_coordinate12971
208_coordinate12972	103_coordinate12972
208_coordinate12973	111_coordinate12973
208_coordinate12974	116_coordinate12974
208_coordinate12975	118_coordinate12975
208_coordinate12976	123_coordinate12976
208_coordinate12977	129_coordinate12977
208_coordinate12978	139_coordinate12978
208_coordinate12979	141_coordinate12979
208_coordinate12980	151_coordinate12980
208_coordinate12981	158_coordinate12981
208_coordinate12982	161_coordinate12982
208_coordinate12983	164_coordinate12983
208_coordinate12984	166_coordinate12984
208_coordinate12985	175_coordinate12985
208_coordinate12986	179_coordinate12986
208_coordinate12987	181_coordinate12987
208_coordinate12988	186_coordinate12988
208_coordinate12989	194_coordinate12989
208_coordinate12990	199_coordinate12990
208_coordinate12991	211_coordinate12991
208_coordinate12992	218_coordinate12992
208_coordinate12993	235_coordinate12993
208_coordinate12994	242_coordinate12994
208_coordinate12995	246_coordinate12995
208_coordinate12996	263_coordinate12996
208_coordinate12997	268_coordinate12997
208_coordinate12998	272_coordinate12998
208_coordinate12999	275_coordinate12999
208_coordinate13000	280_coordinate13000
208_coordinate13001	287_coordinate13001
208_coordinate13002	316_coordinate13002
208_coordinate13003	320_coordinate13003
208_coordinate13004	342_coordinate13004
208_coordinate13005	345_coordinate13005
208_coordinate13006	352_coordinate13006
208_coordinate13007	363_coordinate13007
208_coordinate13008	365_coordinate13008
208_coordinate13009	377_coordinate13009
208_coordinate13010	396_coordinate13010
208_coordinate13011	398_coordinate13011
208_coordinate13012	403_coordinate13012
208_coordinate13013	412_coordinate13013
208_coordinate13014	425_coordinate13014
208_coordinate13015	430_coordinate13015
208_coordinate13016	435_coordinate13016
208_coordinate13017	438_coordinate13017
208_coordinate13018	440_coordinate13018
208_coordinate13019	453_coordinate13019
208_coordinate13020	456_coordinate13020
208_coordinate13021	466_coordinate13021
208_coordinate13022	468_coordinate13022
208_coordinate13023	471_coordinate13023
208_coordinate13024	497_coordinate13024
209_coordinate13025	6_coordinate13025
209_coordinate13026	8_coordinate13026
209_coordinate13027	10_coordinate13027
209_coordinate13028	12_coordinate13028
209_coordinate13029	15_coordinate13029
209_coordinate13030	17_coordinate13030
209_coordinate13031	19_coordinate13031
209_coordinate13032	25_coordinate13032
209_coordinate13033	27_coordinate13033
209_coordinate13034	32_coordinate13034
209_coordinate13035	46_coordinate13035
209_coordinate13036	48_coordinate13036
209_coordinate13037	65_coordinate13037
209_coordinate13038	71_coordinate13038
209_coordinate13039	73_coordinate13039
209_coordinate13040	76_coordinate13040
209_coordinate13041	79_coordinate13041
209_coordinate13042	92_coordinate13042
209_coordinate13043	101_coordinate13043
209_coordinate13044	121_coordinate13044
209_coordinate13045	136_coordinate13045
209_coordinate13046	146_coordinate13046
209_coordinate13047	155_coordinate13047
209_coordinate13048	157_coordinate13048
209_coordinate13049	160_coordinate13049
209_coordinate13050	167_coordinate13050
209_coordinate13051	176_coordinate13051
209_coordinate13052	178_coordinate13052
209_coordinate13053	190_coordinate13053
209_coordinate13054	193_coordinate13054
209_coordinate13055	200_coordinate13055
209_coordinate13056	203_coordinate13056
209_coordinate13057	206_coordinate13057
209_coordinate13058	208_coordinate13058
209_coordinate13059	223_coordinate13059
209_coordinate13060	225_coordinate13060
209_coordinate13061	227_coordinate13061
209_coordinate13062	234_coordinate13062
209_coordinate13063	236_coordinate13063
209_coordinate13064	245_coordinate13064
209_coordinate13065	254_coordinate13065
209_coordinate13066	266_coordinate13066
209_coordinate13067	283_coordinate13067
209_coordinate13068	289_coordinate13068
209_coordinate13069	295_coordinate13069
209_coordinate13070	314_coordinate13070
209_coordinate13071	324_coordinate13071
209_coordinate13072	326_coordinate13072
209_coordinate13073	329_coordinate13073
209_coordinate13074	337_coordinate13074
209_coordinate13075	341_coordinate13075
209_coordinate13076	343_coordinate13076
209_coordinate13077	346_coordinate13077
209_coordinate13078	354_coordinate13078
209_coordinate13079	356_coordinate13079
209_coordinate13080	362_coordinate13080
209_coordinate13081	364_coordinate13081
209_coordinate13082	366_coordinate13082
209_coordinate13083	375_coordinate13083
209_coordinate13084	378_coordinate13084
209_coordinate13085	381_coordinate13085
209_coordinate13086	383_coordinate13086
209_coordinate13087	388_coordinate13087
209_coordinate13088	402_coordinate13088
209_coordinate13089	404_coordinate13089
209_coordinate13090	410_coordinate13090
209_coordinate13091	418_coordinate13091
209_coordinate13092	423_coordinate13092
209_coordinate13093	441_coordinate13093
209_coordinate13094	445_coordinate13094
209_coordinate13095	455_coordinate13095
209_coordinate13096	461_coordinate13096
209_coordinate13097	488_coordinate13097
209_coordinate13098	491_coordinate13098
209_coordinate13099	495_coordinate13099
209_coordinate13100	498_coordinate13100
209_coordinate13101	511_coordinate13101
210_coordinate13102	4_coordinate13102
210_coordinate13103	7_coordinate13103
210_coordinate13104	11_coordinate13104
210_coordinate13105	24_coordinate13105
210_coordinate13106	64_coordinate13106
210_coordinate13107	69_coordinate13107
210_coordinate13108	80_coordinate13108
210_coordinate13109	85_coordinate13109
210_coordinate13110	89_coordinate13110
210_coordinate13111	93_coordinate13111
210_coordinate13112	100_coordinate13112
210_coordinate13113	111_coordinate13113
210_coordinate13114	118_coordinate13114
210_coordinate13115	126_coordinate13115
210_coordinate13116	129_coordinate13116
210_coordinate13117	134_coordinate13117
210_coordinate13118	137_coordinate13118
210_coordinate13119	142_coordinate13119
210_coordinate13120	148_coordinate13120
210_coordinate13121	156_coordinate13121
210_coordinate13122	163_coordinate13122
210_coordinate13123	196_coordinate13123
210_coordinate13124	198_coordinate13124
210_coordinate13125	201_coordinate13125
210_coordinate13126	205_coordinate13126
210_coordinate13127	212_coordinate13127
210_coordinate13128	216_coordinate13128
210_coordinate13129	220_coordinate13129
210_coordinate13130	224_coordinate13130
210_coordinate13131	239_coordinate13131
210_coordinate13132	246_coordinate13132
210_coordinate13133	252_coordinate13133
210_coordinate13134	264_coordinate13134
210_coordinate13135	267_coordinate13135
210_coordinate13136	275_coordinate13136
210_coordinate13137	279_coordinate13137
210_coordinate13138	287_coordinate13138
210_coordinate13139	293_coordinate13139
210_coordinate13140	310_coordinate13140
210_coordinate13141	319_coordinate13141
210_coordinate13142	321_coordinate13142
210_coordinate13143	335_coordinate13143
210_coordinate13144	338_coordinate13144
210_coordinate13145	347_coordinate13145
210_coordinate13146	352_coordinate13146
210_coordinate13147	359_coordinate13147
210_coordinate13148	369_coordinate13148
210_coordinate13149	376_coordinate13149
210_coordinate13150	387_coordinate13150
210_coordinate13151	391_coordinate13151
210_coordinate13152	399_coordinate13152
210_coordinate13153	403_coordinate13153
210_coordinate13154	407_coordinate13154
210_coordinate13155	420_coordinate13155
210_coordinate13156	448_coordinate13156
210_coordinate13157	454_coordinate13157
210_coordinate13158	458_coordinate13158
210_coordinate13159	464_coordinate13159
210_coordinate13160	478_coordinate13160
210_coordinate13161	480_coordinate13161
210_coordinate13162	483_coordinate13162
210_coordinate13163	487_coordinate13163
210_coordinate13164	489_coordinate13164
210_coordinate13165	494_coordinate13165
210_coordinate13166	497_coordinate13166
210_coordinate13167	503_coordinate13167
210_coordinate13168	509_coordinate13168
211_coordinate13169	2_coordinate13169
211_coordinate13170	18_coordinate13170
211_coordinate13171	26_coordinate13171
211_coordinate13172	48_coordinate13172
211_coordinate13173	55_coordinate13173
211_coordinate13174	61_coordinate13174
211_coordinate13175	72_coordinate13175
211_coordinate13176	75_coordinate13176
211_coordinate13177	81_coordinate13177
211_coordinate13178	106_coordinate13178
211_coordinate13179	109_coordinate13179
211_coordinate13180	112_coordinate13180
211_coordinate13181	124_coordinate13181
211_coordinate13182	128_coordinate13182
211_coordinate13183	136_coordinate13183
211_coordinate13184	145_coordinate13184
211_coordinate13185	174_coordinate13185
211_coordinate13186	186_coordinate13186
211_coordinate13187	191_coordinate13187
211_coordinate13188	203_coordinate13188
211_coordinate13189	209_coordinate13189
211_coordinate13190	213_coordinate13190
211_coordinate13191	222_coordinate13191
211_coordinate13192	236_coordinate13192
211_coordinate13193	251_coordinate13193
211_coordinate13194	257_coordinate13194
211_coordinate13195	261_coordinate13195
211_coordinate13196	266_coordinate13196
211_coordinate13197	272_coordinate13197
211_coordinate13198	285_coordinate13198
211_coordinate13199	288_coordinate13199
211_coordinate13200	297_coordinate13200
211_coordinate13201	307_coordinate13201
211_coordinate13202	312_coordinate13202
211_coordinate13203	331_coordinate13203
211_coordinate13204	339_coordinate13204
211_coordinate13205	367_coordinate13205
211_coordinate13206	378_coordinate13206
211_coordinate13207	389_coordinate13207
211_coordinate13208	392_coordinate13208
211_coordinate13209	397_coordinate13209
211_coordinate13210	409_coordinate13210
211_coordinate13211	411_coordinate13211
211_coordinate13212	416_coordinate13212
211_coordinate13213	419_coordinate13213
211_coordinate13214	438_coordinate13214
211_coordinate13215	440_coordinate13215
211_coordinate13216	463_coordinate13216
211_coordinate13217	469_coordinate13217
211_coordinate13218	474_coordinate13218
211_coordinate13219	495_coordinate13219
212_coordinate13220	0_coordinate13220
212_coordinate13221	3_coordinate13221
212_coordinate13222	9_coordinate13222
212_coordinate13223	11_coordinate13223
212_coordinate13224	17_coordinate13224
212_coordinate13225	19_coordinate13225
212_coordinate13226	24_coordinate13226
212_coordinate13227	33_coordinate13227
212_coordinate13228	42_coordinate13228
212_coordinate13229	46_coordinate13229
212_coordinate13230	51_coordinate13230
212_coordinate13231	58_coordinate13231
212_coordinate13232	66_coordinate13232
212_coordinate13233	74_coordinate13233
212_coordinate13234	76_coordinate13234
212_coordinate13235	84_coordinate13235
212_coordinate13236	87_coordinate13236
212_coordinate13237	92_coordinate13237
212_coordinate13238	111_coordinate13238
212_coordinate13239	120_coordinate13239
212_coordinate13240	122_coordinate13240
212_coordinate13241	131_coordinate13241
212_coordinate13242	134_coordinate13242
212_coordinate13243	137_coordinate13243
212_coordinate13244	153_coordinate13244
212_coordinate13245	155_coordinate13245
212_coordinate13246	160_coordinate13246
212_coordinate13247	185_coordinate13247
212_coordinate13248	189_coordinate13248
212_coordinate13249	192_coordinate13249
212_coordinate13250	200_coordinate13250
212_coordinate13251	211_coordinate13251
212_coordinate13252	221_coordinate13252
212_coordinate13253	225_coordinate13253
212_coordinate13254	238_coordinate13254
212_coordinate13255	241_coordinate13255
212_coordinate13256	247_coordinate13256
212_coordinate13257	255_coordinate13257
212_coordinate13258	262_coordinate13258
212_coordinate13259	267_coordinate13259
212_coordinate13260	273_coordinate13260
212_coordinate13261	279_coordinate13261
212_coordinate13262	281_coordinate13262
212_coordinate13263	283_coordinate13263
212_coordinate13264	299_coordinate13264
212_coordinate13265	309_coordinate13265
212_coordinate13266	314_coordinate13266
212_coordinate13267	321_coordinate13267
212_coordinate13268	324_coordinate13268
212_coordinate13269	329_coordinate13269
212_coordinate13270	338_coordinate13270
212_coordinate13271	353_coordinate13271
212_coordinate13272	355_coordinate13272
212_coordinate13273	375_coordinate13273
212_coordinate13274	380_coordinate13274
212_coordinate13275	382_coordinate13275
212_coordinate13276	388_coordinate13276
212_coordinate13277	391_coordinate13277
212_coordinate13278	394_coordinate13278
212_coordinate13279	396_coordinate13279
212_coordinate13280	413_coordinate13280
212_coordinate13281	422_coordinate13281
212_coordinate13282	425_coordinate13282
212_coordinate13283	428_coordinate13283
212_coordinate13284	431_coordinate13284
212_coordinate13285	434_coordinate13285
212_coordinate13286	437_coordinate13286
212_coordinate13287	492_coordinate13287
212_coordinate13288	494_coordinate13288
212_coordinate13289	498_coordinate13289
212_coordinate13290	501_coordinate13290
212_coordinate13291	503_coordinate13291
212_coordinate13292	511_coordinate13292
213_coordinate13293	1_coordinate13293
213_coordinate13294	8_coordinate13294
213_coordinate13295	32_coordinate13295
213_coordinate13296	38_coordinate13296
213_coordinate13297	48_coordinate13297
213_coordinate13298	53_coordinate13298
213_coordinate13299	57_coordinate13299
213_coordinate13300	60_coordinate13300
213_coordinate13301	62_coordinate13301
213_coordinate13302	70_coordinate13302
213_coordinate13303	81_coordinate13303
213_coordinate13304	94_coordinate13304
213_coordinate13305	110_coordinate13305
213_coordinate13306	115_coordinate13306
213_coordinate13307	130_coordinate13307
213_coordinate13308	170_coordinate13308
213_coordinate13309	172_coordinate13309
213_coordinate13310	186_coordinate13310
213_coordinate13311	194_coordinate13311
213_coordinate13312	197_coordinate13312
213_coordinate13313	210_coordinate13313
213_coordinate13314	214_coordinate13314
213_coordinate13315	217_coordinate13315
213_coordinate13316	230_coordinate13316
213_coordinate13317	235_coordinate13317
213_coordinate13318	243_coordinate13318
213_coordinate13319	260_coordinate13319
213_coordinate13320	271_coordinate13320
213_coordinate13321	274_coordinate13321
213_coordinate13322	278_coordinate13322
213_coordinate13323	280_coordinate13323
213_coordinate13324	282_coordinate13324
213_coordinate13325	301_coordinate13325
213_coordinate13326	310_coordinate13326
213_coordinate13327	322_coordinate13327
213_coordinate13328	325_coordinate13328
213_coordinate13329	327_coordinate13329
213_coordinate13330	339_coordinate13330
213_coordinate13331	345_coordinate13331
213_coordinate13332	352_coordinate13332
213_coordinate13333	358_coordinate13333
213_coordinate13334	364_coordinate13334
213_coordinate13335	371_coordinate13335
213_coordinate13336	376_coordinate13336
213_coordinate13337	379_coordinate13337
213_coordinate13338	406_coordinate13338
213_coordinate13339	412_coordinate13339
213_coordinate13340	419_coordinate13340
213_coordinate13341	424_coordinate13341
213_coordinate13342	463_coordinate13342
213_coordinate13343	466_coordinate13343
213_coordinate13344	477_coordinate13344
213_coordinate13345	502_coordinate13345
213_coordinate13346	506_coordinate13346
213_coordinate13347	510_coordinate13347
214_coordinate13348	10_coordinate13348
214_coordinate13349	15_coordinate13349
214_coordinate13350	20_coordinate13350
214_coordinate13351	25_coordinate13351
214_coordinate13352	34_coordinate13352
214_coordinate13353	46_coordinate13353
214_coordinate13354	50_coordinate13354
214_coordinate13355	71_coordinate13355
214_coordinate13356	75_coordinate13356
214_coordinate13357	87_coordinate13357
214_coordinate13358	106_coordinate13358
214_coordinate13359	125_coordinate13359
214_coordinate13360	132_coordinate13360
214_coordinate13361	135_coordinate13361
214_coordinate13362	143_coordinate13362
214_coordinate13363	147_coordinate13363
214_coordinate13364	155_coordinate13364
214_coordinate13365	171_coordinate13365
214_coordinate13366	173_coordinate13366
214_coordinate13367	182_coordinate13367
214_coordinate13368	198_coordinate13368
214_coordinate13369	202_coordinate13369
214_coordinate13370	206_coordinate13370
214_coordinate13371	222_coordinate13371
214_coordinate13372	229_coordinate13372
214_coordinate13373	231_coordinate13373
214_coordinate13374	262_coordinate13374
214_coordinate13375	268_coordinate13375
214_coordinate13376	283_coordinate13376
214_coordinate13377	285_coordinate13377
214_coordinate13378	293_coordinate13378
214_coordinate13379	298_coordinate13379
214_coordinate13380	304_coordinate13380
214_coordinate13381	307_coordinate13381
214_coordinate13382	318_coordinate13382
214_coordinate13383	321_coordinate13383
214_coordinate13384	324_coordinate13384
214_coordinate13385	336_coordinate13385
214_coordinate13386	353_coordinate13386
214_coordinate13387	355_coordinate13387
214_coordinate13388	377_coordinate13388
214_coordinate13389	381_coordinate13389
214_coordinate13390	384_coordinate13390
214_coordinate13391	392_coordinate13391
214_coordinate13392	404_coordinate13392
214_coordinate13393	407_coordinate13393
214_coordinate13394	413_coordinate13394
214_coordinate13395	426_coordinate13395
214_coordinate13396	428_coordinate13396
214_coordinate13397	430_coordinate13397
214_coordinate13398	439_coordinate13398
214_coordinate13399	448_coordinate13399
214_coordinate13400	451_coordinate13400
214_coordinate13401	468_coordinate13401
214_coordinate13402	473_coordinate13402
214_coordinate13403	482_coordinate13403
214_coordinate13404	486_coordinate13404
214_coordinate13405	503_coordinate13405
215_coordinate13406	0_coordinate13406
215_coordinate13407	23_coordinate13407
215_coordinate13408	27_coordinate13408
215_coordinate13409	36_coordinate13409
215_coordinate13410	45_coordinate13410
215_coordinate13411	56_coordinate13411
215_coordinate13412	67_coordinate13412
215_coordinate13413	70_coordinate13413
215_coordinate13414	79_coordinate13414
215_coordinate13415	85_coordinate13415
215_coordinate13416	89_coordinate13416
215_coordinate13417	92_coordinate13417
215_coordinate13418	97_coordinate13418
215_coordinate13419	99_coordinate13419
215_coordinate13420	109_coordinate13420
215_coordinate13421	119_coordinate13421
215_coordinate13422	134_coordinate13422
215_coordinate13423	138_coordinate13423
215_coordinate13424	141_coordinate13424
215_coordinate13425	153_coordinate13425
215_coordinate13426	179_coordinate13426
215_coordinate13427	184_coordinate13427
215_coordinate13428	187_coordinate13428
215_coordinate13429	191_coordinate13429
215_coordinate13430	201_coordinate13430
215_coordinate13431	204_coordinate13431
215_coordinate13432	207_coordinate13432
215_coordinate13433	216_coordinate13433
215_coordinate13434	220_coordinate13434
215_coordinate13435	234_coordinate13435
215_coordinate13436	241_coordinate13436
215_coordinate13437	246_coordinate13437
215_coordinate13438	248_coordinate13438
215_coordinate13439	250_coordinate13439
215_coordinate13440	252_coordinate13440
215_coordinate13441	260_coordinate13441
215_coordinate13442	271_coordinate13442
215_coordinate13443	273_coordinate13443
215_coordinate13444	275_coordinate13444
215_coordinate13445	282_coordinate13445
215_coordinate13446	286_coordinate13446
215_coordinate13447	317_coordinate13447
215_coordinate13448	333_coordinate13448
215_coordinate13449	354_coordinate13449
215_coordinate13450	356_coordinate13450
215_coordinate13451	362_coordinate13451
215_coordinate13452	383_coordinate13452
215_coordinate13453	393_coordinate13453
215_coordinate13454	397_coordinate13454
